lon,lat,filename,dartID
152.099,30.58,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21413/21413_20061126to20080422_qc.nc,21413
152.114,30.546,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21413/21413_20080423to20100615_qc.nc,21413
152.1228,30.5278,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21413/21413_20100615to20120713_qc.nc,21413
152.11028,30.52,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21413/21413_20120714to20140905_qc.nc,21413
152.1189,30.5525,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21413/21413_20140906to20150917_qc.nc,21413
152.1306,30.5539,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21413/21413_20150917to20170730_qc.nc,21413
152.11,30.5433,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21413/21413_20170731to20180711_qc.nc,21413
178.27,48.942,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21414/21414_20060810to20080507_qc.nc,21414
178.2699,48.9402,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21414/21414_20080507to20090624_qc.nc,21414
178.2836,48.9506,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21414/21414_20090627to20100528_qc.nc,21414
178.25139,48.93667,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21414/21414_20100528to20110704_qc.nc,21414
178.26583,48.9472,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21414/21414_20110705to20130704_qc.nc,21414
178.26639,48.94806,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21414/21414_20130705to20140918_qc.nc,21414
178.255,48.9417,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21414/21414_20140919to20160711_qc.nc,21414
178.2167,48.9567,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21414/21414_20160711to20180614_qc.nc,21414
171.836,50.1663,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21415/21415_20070727to20090629_qc.nc,21415
171.84861,50.17622,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21415/21415_20090630to20110630_qc.nc,21415
171.8458,50.1804,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21415/21415_20110706to20130531_qc.nc,21415
171.84028,50.16917,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21415/21415_20130706to20140916_qc.nc,21415
171.8369,50.1683,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21415/21415_20140917to20160713_qc.nc,21415
163.4904,48.0455,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21416/21416_20070725to20090701_qc.nc,21416
163.4906,48.0456,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21416/21416_20090702to20100601_qc.nc,21416
163.4856,48.0417,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21416/21416_20100601to20110708_qc.nc,21416
163.51525,48.0582,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21416/21416_20110709to20130531_qc.nc,21416
163.53611,48.07111,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21416/21416_20130708to20130725_qc.nc,21416
163.3117,48.1283,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21416/21416_20160715to20180617_qc.nc,21416
157.1397,43.1871,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21417/21417_20070723to20080430_qc.nc,21417
157.1577,43.18853,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21417/21417_20080501to20080821_qc.nc,21417
148.6945,38.7066,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21418/21418_20070721to20090709_qc.nc,21418
148.6983,38.7178,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21418/21418_20090709to20110713_qc.nc,21418
148.665,38.6933,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21418/21418_20110713to20120711_qc.nc,21418
148.66625,38.6938,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21418/21418_20120712to20130713_qc.nc,21418
148.80306,38.69,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21418/21418_20130715to20140908_qc.nc,21418
148.7731,38.6778,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21418/21418_20140908to20150919_qc.nc,21418
148.7736,38.6783,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21418/21418_20150919to20160720_qc.nc,21418
148.7617,38.685,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21418/21418_20160720to20170706_qc.nc,21418
155.735,44.3044,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21419/21419_20090704to20100531_qc.nc,21419
155.7353,44.455,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21419/21419_20100604to20120709_qc.nc,21419
155.735,44.4547,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21419/21419_20120709to20130710_qc.nc,21419
155.735,44.455,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21419/21419_20130711to20140911_qc.nc,21419
155.6967,44.3958,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21419/21419_20140912to20150922_qc.nc,21419
155.6925,44.3958,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/21419/21419_20150923to20170703_qc.nc,21419
286.571,-20.473,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/32401/32401_20111202to20140308_qc.nc,32401
269.315,4.924,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/32411/32411_20070327to20090430_qc.nc,32411
269.3142,4.9242,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/32411/32411_20090430to20091023_qc.nc,32411
269.3142,4.9242,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/32411/32411_20091023to20100830_qc.nc,32411
269.34633,4.94728,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/32411/32411_20100830to20110515_qc.nc,32411
269.1619,5.0053,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/32411/32411_20110516to20120913_qc.nc,32411
269.16195,5.00528,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/32411/32411_20120913to20140324_qc.nc,32411
269.1558,4.8428,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/32411/32411_20140324to20160317_qc.nc,32411
269.1564,4.9925,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/32411/32411_20160318to20180206_qc.nc,32411
273.6081,-17.9719,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/32412/32412_20071101to20091009_qc.nc,32412
273.60778,-17.98861,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/32412/32412_20091009to20110503_qc.nc,32412
273.68667,-17.98056,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/32412/32412_20110504to20140305_qc.nc,32412
273.6544,-17.98,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/32412/32412_20140306to20170530_qc.nc,32412
266.5011,-7.4003,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/32413/32413_20100823to20120217_qc.nc,32413
266.50112,-7.40027,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/32413/32413_20120217to20140326_qc.nc,32413
266.4983,-7.4056,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/32413/32413_20140327to20160316_qc.nc,32413
266.52,-7.3867,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/32413/32413_20160317to20170624_qc.nc,32413
292.3456,23.3139,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/41420/41420_20080625to20090511_qc.nc,41420
292.3317,23.3122,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/41420/41420_20090512to20100428_qc.nc,41420
292.68861,23.475,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/41420/41420_20100428to20120507_qc.nc,41420
292.6744,23.4964,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/41420/41420_20120511to20140515_qc.nc,41420
292.6628,23.4789,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/41420/41420_20140517to20170402_qc.nc,41420
292.6883,23.5017,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/41420/41420_20170403to20180321_qc.nc,41420
296.08833,23.40083,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/41421/41421_20060411to20080403_qc.nc,41421
296.0965,23.3979,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/41421/41421_20080627to20090510_qc.nc,41421
296.0964,23.3978,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/41421/41421_20090510to20100502_qc.nc,41421
296.05168,23.40672,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/41421/41421_20100503to20120507_qc.nc,41421
296.0253,23.4036,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/41421/41421_20120509to20130427_qc.nc,41421
296.09389,23.39917,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/41421/41421_20130427to20140518_qc.nc,41421
296.105,23.41,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/41421/41421_20140518to20170401_qc.nc,41421
295.8917,23.3911,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/41421/41421_20170402to20180322_qc.nc,41421
287.554,32.933,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/41424/41424_20060329to20070125_qc.nc,41424
287.5316,32.9283,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/41424/41424_20080112to20080630_qc.nc,41424
287.53167,32.92778,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/41424/41424_20080701to20100421_qc.nc,41424
287.53139,32.92778,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/41424/41424_20100421to20110626_qc.nc,41424
287.50667,32.93278,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/41424/41424_20110627to20120519_qc.nc,41424
287.5244,32.9319,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/41424/41424_20120519to20120805_qc.nc,41424
287.5242,32.9319,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/41424/41424_20120806to20140417_qc.nc,41424
287.5342,32.9217,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/41424/41424_20140417to20140904_qc.nc,41424
287.3047,33.0036,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/41424/41424_20160430to20170410_qc.nc,41424
291.76383,15.25553,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/42407/42407_20060410to20080504_qc.nc,42407
291.7584,15.255,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/42407/42407_20080505to20091103_qc.nc,42407
291.7619,15.2364,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/42407/42407_20091103to20101026_qc.nc,42407
291.78278,15.28833,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/42407/42407_20101027to20120428_qc.nc,42407
291.8144,15.3067,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/42407/42407_20120429to20140528_qc.nc,42407
291.7681,15.2528,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/42407/42407_20140528to20170313_qc.nc,42407
291.77,15.2517,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/42407/42407_20170313to20180330_qc.nc,42407
273.2032,25.4099,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/42408/42408_20060818to20070522_qc.nc,42408
273.2033,25.4102,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/42408/42408_20070523to20080818_qc.nc,42408
273.0125,25.2083,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/42408/42408_20080817to20081220_qc.nc,42408
274.2,26.65,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/42409/42409_20081218to20090419_qc.nc,42409
274.209,26.6511,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/42409/42409_20090420to20101027_qc.nc,42409
274.36169,27.04394,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/42409/42409_20101027to20111004_qc.nc,42409
274.29111,27.08056,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/42409/42409_20111005to20120524_qc.nc,42409
274.3286,27.4011,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/42429/42429_20111006to20140412_qc.nc,42429
253,16.031,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/43412/43412_20070321to20090506_qc.nc,43412
252.9986,16.0306,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/43412/43412_20090507to20110516_qc.nc,43412
252.99922,16.01311,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/43412/43412_20111206to20111224_qc.nc,43412
253.00584,16.01417,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/43412/43412_20120920to20140317_qc.nc,43412
253.0056,16.0106,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/43412/43412_20140318to20160311_qc.nc,43412
253.0108,16.02,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/43412/43412_20160312to20180131_qc.nc,43412
259.9157,10.846,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/43413/43413_20070323to20090503_qc.nc,43413
259.91528,10.845,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/43413/43413_20090504to20090515_qc.nc,43413
259.91528,10.83972,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/43413/43413_20091020to20110519_qc.nc,43413
260.14333,11.065,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/43413/43413_20100903to20120916_qc.nc,43413
260.13417,11.06278,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/43413/43413_20120917to20140320_qc.nc,43413
259.8594,10.8358,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/43413/43413_20140321to20160314_qc.nc,43413
259.86,10.8361,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/43413/43413_20160314to20180203_qc.nc,43413
310.0143,37.55095,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/44401/44401_20070831to20100524_qc.nc,44401
310.0075,37.565,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/44401/44401_20100525to20110621_qc.nc,44401
309.9897,37.5558,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/44401/44401_20110702to20140427_qc.nc,44401
310.0078,37.5461,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/44401/44401_20140428to20160418_qc.nc,44401
292.073,38.1991,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/44402/44402_20070828to20080108_qc.nc,44402
289.4055,39.487,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/44402/44402_20080327to20090716_qc.nc,44402
289.40583,39.48694,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/44402/44402_20090717to20100705_qc.nc,44402
289.05806,39.39917,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/44402/44402_20100925to20110707_qc.nc,44402
289.055,39.4011,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/44402/44402_20110708to20140502_qc.nc,44402
289.3469,39.2964,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/44402/44402_20140503to20160423_qc.nc,44402
189.2024,46.6369,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/46401/46401_20020621to20040507_qc.nc,46401
189.5276,46.3815,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/46401/46401_20050429to20060814_qc.nc,46401
195.99,51.069,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/46402/46402_20020618to20041130_qc.nc,46402
195.99,51.069,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/46402/46402_20050430to20060817_qc.nc,46402
195.99,51.069,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/46402/46402_20060816to20061118_qc.nc,46402
195.9979,51.0612,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/46402/46402_20070808to20090612_qc.nc,46402
195.9983,51.0614,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/46402/46402_20100128to20100520_qc.nc,46402
195.99472,51.06833,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/46402/46402_20100520to20110506_qc.nc,46402
195.97694,51.0675,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/46402/46402_20110623to20120627_qc.nc,46402
195.97667,51.0675,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/46402/46402_20120628to20140927_qc.nc,46402
195.9333,51.0247,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/46402/46402_20140928to20151001_qc.nc,46402
195.9289,51.02,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/46402/46402_20151001to20170619_qc.nc,46402
203.0595,52.6504,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/46403/46403_20020616to20040504_qc.nc,46403
203.06,52.65,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/46403/46403_20040509to20040709_qc.nc,46403
203.0619,52.65556,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/46403/46403_20050916to20070820_qc.nc,46403
203.0683,52.6367,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/46403/46403_20070821to20081016_qc.nc,46403
203.0672,52.38217,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/46403/46403_20090609to20100519_qc.nc,46403
203.07917,52.64861,https://www.ngdc.noaa.gov/thredds/dodsC/dart_bpr/processed/46403/46403_20100518to20110620_qc.nc,46403
